_step,training/rollout_probs_diff_max,training/rollout_probs_diff_min,training/vllm_kl,val-core/openai/gsm8k/reward/mean@1
10,0.13881653547286987,-0.1564466655254364,0.0005302624776959419,0.024260803639120546
20,0.18238696455955505,-0.1213064193725586,0.0005782919470220804,0.29567854435178165
30,0.2823532223701477,-0.15126967430114746,0.0005352392327040434,0.467778620166793
40,0.20003801584243777,-0.18401354551315308,0.00041592761408537626,0.4890068233510235
50,0.21511906385421753,-0.2319435179233551,0.0003827162727247923,0.4920394238059136
60,0.18847429752349856,-0.2057017683982849,0.0003109470708295703,0.5049279757391963
70,0.1949442028999329,-0.32387176156044006,0.0006285389536060393,0.5246398786959818
80,0.3186035752296448,-0.3016296625137329,0.0005201218300499022,0.5216072782410918
90,0.21515801548957825,-0.22532787919044495,0.0005103136645630002,0.5344958301743745
100,0.29052478075027466,-0.2135157585144043,0.00048200853052549064,0.535253980288097
110,0.3544939458370209,-0.29323509335517883,0.0006208735867403448,0.5185746777862017
120,0.32063910365104675,-0.23541611433029175,0.0007922000368125737,0.5435936315390447
130,0.24130383133888245,-0.3017593324184418,0.00031940266489982605,0.5360121304018196
140,0.21540743112564087,-0.2421547770500183,0.0005892736953683197,0.5413191811978771
150,0.2151240110397339,-0.2920854687690735,0.0004581918765325099,0.5344958301743745
160,0.22960785031318665,-0.29323095083236694,0.00033179091406054795,0.5466262319939348
170,0.3843885660171509,-0.4612584710121155,0.00044859497575089335,0.5329795299469295
180,0.3200891613960266,-0.27381378412246704,0.0004737897543236614,0.5489006823351024
190,0.4400465786457062,-0.3826236128807068,0.0004648484173230827,0.535253980288097
200,0.24135112762451172,-0.256297767162323,0.00047228485345840454,0.5504169825625473
210,0.3820679783821106,-0.2743690013885498,0.0007353060063906014,0.5511751326762699
220,0.24281656742095947,-0.32946282625198364,0.0007098470232449472,0.5466262319939348
230,0.20915284752845764,-0.26191020011901855,0.0005563891609199345,0.5511751326762699
240,0.3871005773544311,-0.3044099807739258,0.0002460648538544774,0.5633055344958302
250,0.29642969369888306,-0.27729332447052,0.00044073822209611535,0.5496588324488249
260,0.31942564249038696,-0.4718046486377716,0.0004088339046575129,0.5617892342683851
270,0.5038698315620422,-0.26636117696762085,0.0003817953693214804,0.5489006823351024
280,0.3852905035018921,-0.4046509861946106,0.0004037276085000485,0.5405610310841547
290,0.377358078956604,-0.2863239049911499,0.0003910240775439888,0.5633055344958302
300,0.6067111492156982,-0.3603503704071045,0.00038116000359877944,0.5579984836997726
310,0.28969070315361023,-0.3710000813007355,0.0003298297815490514,0.5708870356330553
320,0.37958210706710815,-0.318426251411438,0.0004126052954234183,0.5625473843821076
330,0.2609390914440155,-0.34837719798088074,0.00032963117701001465,0.5572403335860501
340,0.3251130282878876,-0.3018624782562256,0.00038587022572755814,0.577710386656558
350,0.5754435062408447,-0.3906316757202149,0.0003092704282607883,0.5708870356330553
360,0.35898223519325256,-0.45646563172340393,0.00026212463853880763,0.5807429871114481
370,0.3353416323661804,-0.24238866567611697,0.00037462072214111686,0.5754359363153905
380,0.41023263335227966,-0.3005358576774597,0.00044144788989797235,0.577710386656558
390,0.2962004542350769,-0.4429750144481659,0.00039074118831194937,0.5579984836997726
400,0.3243410587310791,-0.24402230978012085,0.00022168374562170357,0.5837755875663382
410,0.4550703465938568,-0.47323188185691833,0.00031263765413314104,0.5716451857467779
420,0.3473454713821411,-0.37021172046661377,0.0002491113846190274,0.577710386656558
430,0.3997560739517212,-0.29323482513427734,0.0001920335489558056,0.5663381349507203
435,0.3436926007270813,-0.2465663850307465,0.0002280324843013659,0.5617892342683851
