_step,training/rollout_probs_diff_max,training/rollout_probs_diff_min,training/vllm_kl,val-core/openai/gsm8k/reward/mean@1
10,0.12232983112335204,-0.12029439210891724,0.0003985898219980299,0.02577710386656558
20,0.16684222221374512,-0.17833802103996277,0.0006381744751706719,0.3639120545868082
30,0.1849164068698883,-0.15499347448349,0.0004666915920097381,0.470811220621683
40,0.2497137039899826,-0.25360095500946045,0.00037363957380875945,0.5193328278999242
50,0.3501664698123932,-0.17351368069648743,0.0006158422911539674,0.5087187263078089
60,0.26224619150161743,-0.27066731452941895,0.0006612312863580883,0.5011372251705838
70,0.34908968210220337,-0.2670205533504486,0.0008438111399300396,0.510235026535254
80,0.3947623670101166,-0.3387369215488434,0.0004209472972434014,0.5360121304018196
90,0.4113470017910004,-0.2926751375198364,0.0006997414166107774,0.5322213798332069
100,0.2932341396808624,-0.2896569073200226,0.0006757515948265791,0.5246398786959818
110,0.2627730071544647,-0.26454097032546997,0.0007247966132126749,0.5253980288097043
120,0.4100600183010102,-0.24400046467781067,0.0007364133489318192,0.535253980288097
130,0.3360483646392822,-0.29599806666374207,0.0008203281322494149,0.5299469294920395
140,0.4101843237876892,-0.3997275233268738,0.0009048698120750488,0.5299469294920395
150,0.4115380048751831,-0.30518633127212524,0.0011865204432979226,0.5360121304018196
160,0.32823124527931213,-0.23697516322135925,0.0007570963352918625,0.5413191811978771
170,0.35709962248802185,-0.2231028228998184,0.0005032183253206313,0.5443517816527672
180,0.358445942401886,-0.3819684088230133,0.0003820015408564359,0.5473843821076573
190,0.30257073044776917,-0.24355344474315643,0.0009041588054969908,0.5314632297194845
200,0.29845038056373596,-0.30163848400115967,0.0006192384171299636,0.5375284306292646
210,0.2983935475349426,-0.24813923239707947,0.0005622187163680792,0.5344958301743745
220,0.46876877546310425,-0.4100438952445984,0.0004671011120080948,0.5466262319939348
230,0.47433656454086304,-0.38973578810691833,0.0006928693619556725,0.535253980288097
240,0.4967529773712158,-0.4273732900619507,0.0007610369357280433,0.5420773313115997
250,0.4857197105884552,-0.41412684321403503,0.000698626390658319,0.5360121304018196
260,0.3390295207500458,-0.2971241772174835,0.0007399816531687975,0.5413191811978771
270,0.690557599067688,-0.30163684487342834,0.0008501301053911448,0.514783927217589
280,0.32095709443092346,-0.29697906970977783,0.0006719431839883327,0.5238817285822593
290,0.5081247091293335,-0.3666912913322449,0.000964100705459714,0.5246398786959818
300,0.34687840938568115,-0.25656265020370483,0.0006460490403696895,0.5405610310841547
310,0.37972649931907654,-0.3523784577846527,0.0006712031899951398,0.5473843821076573
320,0.2576019763946533,-0.41962385177612305,0.0008392882882617414,0.535253980288097
330,0.3519524931907654,-0.32321685552597046,0.0009028768399730324,0.5458680818802123
340,0.5033071041107178,-0.4429719746112823,0.00082980195293203,0.5534495830174374
350,0.4018874764442444,-0.379749596118927,0.0008687491645105183,0.5511751326762699
360,0.4904957413673401,-0.3807705640792846,0.0009238815400749444,0.5481425322213799
370,0.7038754224777222,-0.4564783275127411,0.000717588874977082,0.5511751326762699
380,0.47264233231544495,-0.5838285684585571,0.0009372878703288734,0.5420773313115997
390,0.390397310256958,-0.3569300174713135,0.0006635582540184259,0.5428354814253222
400,0.29677850008010864,-0.3519620895385742,0.0003157817991450429,0.5724033358605004
410,0.39974862337112427,-0.33946043252944946,0.001157042337581515,0.5526914329037149
420,0.31200820207595825,-0.43688303232192993,0.0007194139761850238,0.5451099317664898
430,0.3583572804927826,-0.3533633053302765,0.0008494732901453972,0.5678544351781653
435,0.4744118452072144,-0.3773483037948608,0.0005968916811980307,0.558756633813495
